campaign_id,doi,experiment_type,apparatus,observable,definition,rows,source_files,min_temperature_K,max_temperature_K,min_pressure_Pa,max_pressure_Pa,min_cracking_ratio,max_cracking_ratio,preliminary_eligibility,eligibility_reason,final_role,manual_notes
campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,jet stirred reactor measurement,stirred reactor (quartz),NO,[NO],94,10,800.0,1281.0,101325.0,101325.0,0.0,0.6086956521739131,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_e58413f476cd,10.1080/00102207208952518,ignition delay measurement,shock tube; reflected shock,ignition delay,"{""target"": ""OH*"", ""type"": ""baseline min intercept from d/dt""}",67,6,1542.16,2586.37,25331.25,3627435.0,0.0,0.0,unsupported_exact,OH* optical criterion is absent from ground-state mechanisms.,pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NH3,[NH3],20,2,500.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NO,[NO],15,2,900.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NO2,[NO2],15,2,900.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),H2,xH2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),H2O,xH2O,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),N2,xN2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),NH3,xNH3,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),NO,xNO,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),O2,xO2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
