design_id,temperature_K,flame_temperature_K,ignition_temperature_K,pressure_bar,equivalence_ratio,cracking_ratio,inside_lbv_convex_hull,inside_all_idt_convex_hull,inside_exact_criterion_convex_hull,mechanism_count,ignition_delay_s_median,ignition_delay_s_p05,ignition_delay_s_p95,ignition_delay_s_worst,ignition_delay_s_absolute_range,ignition_delay_s_relative_range,idt_shortening_ratio_median,idt_shortening_ratio_p05,idt_shortening_ratio_p95,idt_shortening_ratio_worst,idt_shortening_ratio_absolute_range,idt_shortening_ratio_relative_range,EI_g_per_MJ_NOx_NO2eq_median,EI_g_per_MJ_NOx_NO2eq_p05,EI_g_per_MJ_NOx_NO2eq_p95,EI_g_per_MJ_NOx_NO2eq_worst,EI_g_per_MJ_NOx_NO2eq_absolute_range,EI_g_per_MJ_NOx_NO2eq_relative_range,EI_g_per_MJ_N2O_median,EI_g_per_MJ_N2O_p05,EI_g_per_MJ_N2O_p95,EI_g_per_MJ_N2O_worst,EI_g_per_MJ_N2O_absolute_range,EI_g_per_MJ_N2O_relative_range,EI_g_per_MJ_NH3_slip_median,EI_g_per_MJ_NH3_slip_p05,EI_g_per_MJ_NH3_slip_p95,EI_g_per_MJ_NH3_slip_worst,EI_g_per_MJ_NH3_slip_absolute_range,EI_g_per_MJ_NH3_slip_relative_range,lbv_conservative_m_per_s_median,lbv_conservative_m_per_s_p05,lbv_conservative_m_per_s_p95,lbv_conservative_m_per_s_worst,lbv_conservative_m_per_s_absolute_range,lbv_conservative_m_per_s_relative_range,lbv_enhancement_ratio_median,lbv_enhancement_ratio_p05,lbv_enhancement_ratio_p95,lbv_enhancement_ratio_worst,lbv_enhancement_ratio_absolute_range,lbv_enhancement_ratio_relative_range,complete_mechanism_set,support_tier,reactivity_improved,screening_pareto,exploratory_extrapolative_pareto,requires_direct_flame_confirmation,idt_shortening_orders,lbv_model_range_percent,idt_model_range_percent
screen_0011,600.0,300.0,1200.0,5,0.7,0.1,True,False,False,8,0.0011220776950851,0.0006342315137356,0.0032651513824334,0.00367451289889,0.0031498294079879,0.857210056042912,0.0349771445053406,0.020163669786121,0.0428144233592029,0.0437959457764142,0.0253615239135228,0.5790838275989688,5.042881720489515,4.618137956593433,6.91402480668201,7.308454936332124,2.7039234788657645,0.3699719711513711,0.0003246269142567,0.0002758751543231,0.0003592599850908,0.0003710135997563,9.682048392910004e-05,0.2609620887015907,3.894115366722559e-08,2.8821460075930242e-08,4.545568404347256e-08,4.57021739075693e-08,2.0232995539676592e-08,0.4427140726521447,0.0209438068738656,0.0181297854490977,0.0244216375474675,0.0179552868961824,0.0065382915275995,0.2669390080320474,1.4513143238154895,1.406946189871173,1.5042105463791615,1.398615389241452,0.1118197302045995,0.0740314686575939,True,extrapolative,True,False,False,False,1.3585660906014965,26.69390080320474,85.72100560429121
screen_0012,600.0,300.0,1200.0,5,0.7,0.2,True,False,False,8,0.0002906232568317,0.0002049419053506,0.0008483658438577,0.0009672877130924,0.0007783384273912,0.8046607197179908,0.0100441633039318,0.0044734642895143,0.0122028627806429,0.0128659406200423,0.0088872885643234,0.6907608877409991,5.422505233087339,4.924996888889924,7.450878365872728,7.817262410830007,2.9261813095393903,0.3743230245776922,0.0003364099931389,0.0002872833726929,0.0003776966690293,0.000392748078334,0.0001075393677309,0.2738125879242281,4.7073900146827923e-08,3.464014954339561e-08,5.5424796222011123e-08,5.577919370567475e-08,2.514035910510151e-08,0.4507121282132092,0.0324373333290145,0.028628910072473,0.0380000585849674,0.0284986135919731,0.0095359397306553,0.2507178051958882,2.291983732812444,2.0770090757124837,2.3412420989925,2.063562171224764,0.2818985081818064,0.1201889721097904,True,extrapolative,True,False,False,False,1.8905584573229874,25.07178051958882,80.46607197179908
screen_0013,600.0,300.0,1200.0,5,0.7,0.3,True,False,False,8,0.0001295445295734,9.96138974563221e-05,0.0003391602160515,0.0003767970383232,0.0002775881999128,0.736704834911051,0.004376996211888,0.0018948956653359,0.0062937473442828,0.0068341349954763,0.0051519270637303,0.7538521066880464,5.770323146910869,5.193249728380087,7.899291491501818,8.242969201609913,3.1008458197572173,0.3761806873124794,0.0003485366220632,0.0002987197446733,0.000395745540697,0.0004137885178894,0.0001175123236139,0.2839912625255817,5.6656994342355895e-08,4.153312470217241e-08,6.71728223485471e-08,6.76902354661334e-08,3.0902945880577544e-08,0.4565347670571897,0.0528809734204334,0.0461863484615093,0.0611862012453414,0.045037431325312,0.0165134722992523,0.2682896810090375,3.753448918842868,3.236833422558392,3.9381536707613143,3.2170919871679358,0.7853197026060212,0.1962116252589632,True,extrapolative,True,False,False,False,2.1653164467822963,26.82896810090375,73.6704834911051
screen_0014,600.0,300.0,1200.0,5,0.7,0.4,False,False,False,8,7.08802723469297e-05,5.641742055865236e-05,0.0001569608510103,0.000167552623748,0.0001143212116415,0.6823003369583023,0.0022902645820383,0.0010257572829182,0.0038880369184248,0.0042444686386616,0.003341864545131,0.7873457974670818,6.048225113293247,5.414693272088239,8.243084266751323,8.567501991161219,3.217688881700748,0.3755690847834433,0.000360997801508,0.0003100340761655,0.0004129765132917,0.000433483812431,0.0001262042031856,0.2911393679914831,6.786874297226387e-08,4.9640389150530574e-08,8.088210204372857e-08,8.163281309640415e-08,3.7593070155693034e-08,0.4605142066009357,0.0774593542015722,0.0654347721916107,0.0865409083777777,0.0631539983545405,0.0243618326868539,0.2783705804648181,5.408555540428964,4.534520753757848,5.940472872861685,4.511185831102718,1.6677883111673886,0.2699134634272245,True,extrapolative,True,False,False,False,2.3721766709656915,27.83705804648181,68.23003369583023
screen_0015,600.0,300.0,1200.0,5,0.7,0.5,False,False,False,8,4.4796903752061424e-05,3.536539805757233e-05,8.006622085104045e-05,8.24185012193997e-05,4.925414682006611e-05,0.5976103191800417,0.0013385793353583,0.0006430374279923,0.002601994773229,0.0028835938896481,0.0023212514520616,0.8049855634646507,6.236713056458188,5.574091387003971,8.452876780014833,8.759326399157102,3.259797140586632,0.3721515778770748,0.0003736500334803,0.0003210191518847,0.0004287746502261,0.0004508970624917,0.000132834706315,0.2946009574359228,8.085433517111668e-08,5.909665781300017e-08,9.665666306255707e-08,9.772321601010885e-08,4.5210825401072384e-08,0.4626416039807328,0.1097718917400683,0.0900615278989264,0.1182461815034983,0.0868693027976509,0.0328671304875136,0.274495653375921,7.432558943585038,6.2429238829798255,8.552140276157292,6.205205975060164,2.791319077595549,0.3102663596508933,True,extrapolative,True,False,False,False,2.5400659034199844,27.4495653375921,59.76103191800417
screen_0016,600.0,300.0,1200.0,5,0.7,0.7,False,False,False,8,2.403939456346157e-05,1.917175738525151e-05,2.9242922779837343e-05,2.9272720889580544e-05,1.0919981271421523e-05,0.3730429198096316,0.0006069265579617,0.000316237941941,0.0013797176973089,0.001612877825901,0.0013016845426247,0.8070571259156522,6.176161727138556,5.562747695268669,8.21551032286482,8.47769907732591,2.987195465368873,0.352359223666985,0.000399358724446,0.0003406826875083,0.0004517595118525,0.0004722460154215,0.0001342647442572,0.2843110155992802,1.11411903492431e-07,8.237720861332689e-08,1.3341910490933896e-07,1.3531002684773524e-07,6.196419478748608e-08,0.4579423730158192,0.1851818565467038,0.1523569866845083,0.1973543283549446,0.1501265993440068,0.0479612612096292,0.2421211530862225,12.206184428163391,10.669595758889892,14.3832234173171,10.640424716131884,4.549316886530857,0.2994992940323203,True,extrapolative,True,False,True,False,2.792398528796149,24.212115308622252,37.304291980963164
screen_0017,600.0,300.0,1200.0,5,0.8,0.0,True,False,False,8,0.040392616728884,0.0202597381728528,0.0752406192370373,0.0846621366773439,0.0698522989224105,0.8250712970855529,1.0,1.0,1.0,1.0,0.0,0.0,4.897645853975264,4.591622680863368,7.247418536007993,7.604898420139022,3.076093684805141,0.4044884645216481,0.0003045926425592,0.0002591088670023,0.0003425889276661,0.0003569906423499,0.0001002281963451,0.2807586094843981,1.696517208378435e-07,1.236193316517391e-07,2.100349018625187e-07,2.184227193329681e-07,1.0937645354864076e-07,0.5007558457410515,0.0249087164532515,0.0224293343523517,0.028233839753276,0.0219742604003038,0.0064501582720272,0.2269231376860465,1.0,1.0,1.0,1.0,0.0,0.0,True,extrapolative,False,False,False,False,-0.0,22.69231376860465,82.5071297085553
screen_0018,600.0,300.0,1200.0,5,0.8,0.05,True,False,False,8,0.0039011830699966,0.0015390864355645,0.0093899115222756,0.0102603188903045,0.0089971078658698,0.8768838436758167,0.0981156306426235,0.0711592056485133,0.1303969430144349,0.1346201498036059,0.0698794153792756,0.5190858536498513,5.093860302103252,4.738676232269484,7.516557738151764,7.8581386656462096,3.181575964452992,0.404876536267047,0.0003101089956235,0.0002642541619134,0.0003513742202475,0.000367582667985,0.0001059353478722,0.2881946215062646,1.8672565370209562e-07,1.3577094213461498e-07,2.322652085837057e-07,2.418691919154498e-07,1.2199778488495812e-07,0.5043957186891536,0.0306866977155099,0.0280509520376118,0.035013087768321,0.0274199307033304,0.0076029057389514,0.2170842373512811,1.250473506665054,1.2207274454905894,1.2598621683263926,1.2151103746607073,0.0467218633690815,0.0370270008650536,True,extrapolative,True,False,False,False,0.8708899305015786,21.70842373512811,87.68838436758168
screen_0019,600.0,300.0,1200.0,5,0.8,0.1,True,False,False,8,0.0010187873016573,0.0006037352420133,0.0030565022877283,0.0034046359065296,0.002907203921456,0.853895688487689,0.0324191709636401,0.0189902856770658,0.0412032672369731,0.0417357413510321,0.0243061660600735,0.5823825161182253,5.277503168641775,4.876402311012242,7.76569788068027,8.09287347771149,3.2792162983775333,0.4051980186529287,0.0003156976878709,0.0002694102810059,0.0003600875192323,0.0003780472291323,0.0001115007496402,0.2949386770962938,2.0515634570648707e-07,1.4896384536092394e-07,2.56344179062983e-07,2.67320023784146e-07,1.356763892392307e-07,0.5075429341903166,0.0362506849102945,0.0333166279688168,0.0414287033146761,0.0325233026580584,0.0094455038318225,0.2250601011038991,1.482398737495742,1.4122301677099305,1.5085368198539433,1.4068533414644546,0.1034035571921188,0.0684675284609525,True,extrapolative,True,False,False,False,1.379491867731138,22.50601011038991,85.3895688487689
screen_0020,600.0,300.0,1200.0,5,0.8,0.2,True,False,False,8,0.0002777843423268,0.0001955870823317,0.0008357538813014,0.0009483682265939,0.0007682728633074,0.810099750037684,0.0094715398666666,0.0044148138685429,0.0118249691422215,0.0121605223680797,0.0081801297049374,0.6726791380614968,5.605772062389223,5.121491592270723,8.199732100993018,8.50185248681195,3.4485819721756386,0.4056271239150608,0.0003270642646142,0.0002796941642838,0.0003774014150057,0.0003983421696435,0.0001220004612658,0.3062705145555777,2.463566815535204e-07,1.7870612104977973e-07,3.103756197058136e-07,3.246101102505393e-07,1.6637594106182544e-07,0.5125408476446215,0.0541814647650024,0.0497429165402449,0.0619419855510725,0.0496343933762551,0.0133453109559367,0.2118985964993706,2.2393112259040957,2.0008607875877944,2.2681014450492265,1.9870781034016345,0.2857838109130155,0.1257374278275016,True,extrapolative,True,False,True,False,1.915047769084507,21.18985964993706,81.0099750037684
screen_0021,600.0,300.0,1200.0,5,0.8,0.3,True,False,False,8,0.0001258985684875,9.681848613284804e-05,0.0003449340302686,0.0003831822059372,0.0002866811841287,0.7481589167941219,0.0044530958163419,0.0019127676640285,0.005990854673577,0.0065160080350168,0.0047878621942663,0.7347845749324508,5.877509412301299,5.320360127072874,8.53716557134839,8.817985429196854,3.5771994475239675,0.405670827679036,0.0003386243898434,0.0002898200038157,0.0003939267740124,0.0004172936307292,0.0001312489895056,0.3145243057660594,2.9371011172296965e-07,2.132788192132909e-07,3.726076726017293e-07,3.908463106573036e-07,2.0165761403414122e-07,0.515951177062423,0.0770210503298856,0.0703108043877774,0.0881412353839197,0.0678018759374099,0.0221934181927268,0.2466064298943704,3.175814525172463,2.720529089363309,3.360310416369576,2.7144005170663483,0.7171741948496893,0.2089927380451091,True,extrapolative,True,False,True,False,2.1860183888261884,24.66064298943704,74.81589167941219
screen_0022,600.0,300.0,1200.0,5,0.8,0.4,True,False,False,8,6.979648465772564e-05,5.571848544429012e-05,0.0001626899158848,0.000174267411349,0.0001211140107946,0.6949894409807649,0.0022917392322124,0.0010501605119078,0.0037320641617922,0.0040839214801917,0.0031409109581631,0.7690919067365799,6.082639563451477,5.462664949303398,8.757549113227839,9.019354424996855,3.6536638171830527,0.405091500457842,0.0003502810740453,0.0002996073975043,0.0004091299862481,0.0004341511129099,0.0001386250643407,0.31930141422779,3.47443848767455e-07,2.5300516595861297e-07,4.430305882607593e-07,4.660254145070409e-07,2.412673360745717e-07,0.5177128297386591,0.1174260539536931,0.1025054863538505,0.1296077623529504,0.0979939302252059,0.0347606444491638,0.2618414057250178,4.74426995574197,3.959615795913388,5.2682350915991725,3.923118220478308,1.5723307663998112,0.2861150690606316,True,extrapolative,True,False,True,False,2.388922616498762,26.18414057250178,69.49894409807649
screen_0023,600.0,300.0,1200.0,5,0.8,0.5,False,False,False,8,4.408187806454591e-05,3.5375984994668985e-05,8.310276660563563e-05,8.582511966605078e-05,5.242812252490211e-05,0.6108715342186785,0.0013474625494459,0.0006635072825654,0.0025179802854184,0.0027979733752081,0.0022054671690241,0.7882373680057182,6.2031807340787255,5.531941642889778,8.828084703174873,9.07170715477774,3.660056695976138,0.4034584266808612,0.0003618920315942,0.0003088196876395,0.000422314774818,0.0004479077630115,0.0001432890025585,0.3199073880640042,4.073100302586773e-07,2.979610763223769e-07,5.223350993902898e-07,5.49009029473991e-07,2.8407093183247024e-07,0.5174248811620464,0.1594518748714752,0.1362082551450661,0.1750310169718153,0.1311424923065542,0.0471116622412317,0.2642948904094245,6.280303201540451,5.317988733771748,7.352920741239757,5.250197638408865,2.4426751575590844,0.3175244440333601,True,extrapolative,True,False,True,False,2.553156422458637,26.42948904094245,61.087153421867846
screen_0024,600.0,300.0,1200.0,5,0.8,0.7,False,False,False,8,2.3877636779560517e-05,1.9218080920895488e-05,2.985110018125153e-05,2.989902665536835e-05,1.14342496398745e-05,0.3824288252481118,0.0006093519533337,0.0003365379202256,0.0013532650697921,0.0015854826291814,0.0012578934470988,0.793382042758972,6.037915525796397,5.320272657336322,8.266888780407346,8.469597226705039,3.328905913323161,0.3930418205516271,0.0003840662623019,0.0003241823758652,0.0004381957381697,0.00045977105126,0.000139076551775,0.3024908840910306,5.383273946394867e-07,4.005422679724848e-07,6.865507465033557e-07,7.195568938555542e-07,3.6365185666979756e-07,0.5053830486165809,0.2847125811367933,0.2401939736435742,0.3039676316094553,0.2373515245124326,0.0698653222693279,0.2274137079434273,10.83100397433444,9.639770057419383,13.007023190210584,9.50220170099389,4.049944387090898,0.2988415532689437,True,extrapolative,True,False,True,False,2.7998385118153792,22.74137079434273,38.24288252481118
screen_0025,600.0,300.0,1200.0,5,0.9,0.0,True,False,False,8,0.0405960496358482,0.0204445690509759,0.0727407807212317,0.0807394842969733,0.0657755030249007,0.8146634028893164,1.0,1.0,1.0,1.0,0.0,0.0,4.596319121736311,3.86928304541949,6.798123457689311,6.939455184434122,3.2323569589326664,0.4657940534270125,0.0002464968085553,0.0002047294171982,0.0002832313271329,0.0002988163276296,9.612001204730004e-05,0.3216692100119987,9.615238857538572e-07,6.832421027262082e-07,1.369676127779683e-06,1.4297459601429227e-06,8.341790065503298e-07,0.5834456118812479,0.0356354619820573,0.0327223255498798,0.0394769472987751,0.0320068637375547,0.0077372170424165,0.1946759590503777,1.0,1.0,1.0,1.0,0.0,0.0,True,extrapolative,False,False,False,False,-0.0,19.467595905037772,81.46634028893163
screen_0026,600.0,300.0,1200.0,5,0.9,0.05,True,False,False,8,0.0035924602283175,0.0014917684520905,0.0086957168135826,0.0094057881645596,0.0081817783377403,0.8698663200356468,0.0912167640378853,0.0669887615974111,0.1236096029015119,0.1274402632131632,0.0662751878719806,0.5200490504411884,4.716139107599137,3.9958609177040154,6.975108488425716,7.10250224866182,3.299980853972892,0.464622289221329,0.0002513374698952,0.0002084180968699,0.0002902880025207,0.0003071353165118,0.0001009681017953,0.3287414255775462,1.0560738800198244e-06,7.500555362917088e-07,1.5152619341391134e-06,1.5798604807357111e-06,9.2541131446229e-07,0.585755087709608,0.0406502626112435,0.0377038712585219,0.0452182341915206,0.0367569265242794,0.0087984409143766,0.1931373054168533,1.1475566301823703,1.123533592533677,1.1664313314767274,1.1219816565029084,0.0466787621754256,0.0399421092982816,True,extrapolative,True,False,False,False,0.8946933402208429,19.31373054168533,86.98663200356468
